Userid,Gender,AgeGroup,Hobbies,Profession,Seasons,Listing ID,CountOfListingID,AgeGroup18-30_weight,AgeGroup30-50_Weight,AgeGroup50+_weight,Seasons_Summer_weight,Seasons_Winter_weight,Seasons_Spring_weight,Seasons_Fall_weight,Profession_IT_Professional_weight,Profession_Professor_weight,Profession_Student_weight,Profession_Contractor_weight,Hobbies_Indoor_weight,Hobbies_outdoor_weight,Room_type,Street,house_rules,Price_per_day,amenities,property_type,review_score
3569,Male,18-30,Outdoors,Student,Summer,1010899,10,0.1,0.7,0.2,0.4,0.2,0,0.4,0,0.3,0.1,0.6,0.5,0.5,Private room,"Morland Rd, Croydon, Greater London CR0 6ha, United Kingdom",There are no restrictions other than to remember to respect other guests and keep your noise to a comfortable and considerate level.,26,"{Internet,""Wireless Internet"",""Smoking Allowed"",Breakfast,Heating}",Bed & Breakfast,9
3570,Female,18-30,Outdoors,Student,Fall,1265345,10,0.1,0.7,0.2,0.3,0.3,0.2,0.2,0,0.3,0.1,0.6,0.5,0.5,Private room,"Galpin's Rd, Thornton Heath, Greater London CR7, United Kingdom",,25,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo}",Bed & Breakfast,4
3571,Female,30-50,Outdoors,Professor,Fall,6248318,13,0.230769230769231,0.461538461538462,0.307692307692308,0.307692307692308,0.230769230769231,7.69230769230769e-002,0.384615384615385,0.230769230769231,0.230769230769231,0.153846153846154,0.384615384615385,0.153846153846154,0.846153846153846,Private room,"Elder Rd, London, Greater London SE27 0HA, United Kingdom",I live in a reasonably quiet environment and would appreciate it to be kept that way. The living room and my bedroom are out of bounds. No visitors are permitted unless agreed by myself and no over night guests! Shoes off at the front door and coats to b,22,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials}",Apartment,9
3572,Female,50+,Indoors,IT Professional,Spring,220660,5,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.2,0.8,0.2,Private room,"Handforth Road, London, SW9 0LL, United Kingdom","I am very flexible and easy-going, I just ask my guests to be polite and respectful of the others. Few simple rules: SÛ¢Smoking is permitted only outside  SÛ¢No pets allowed  SÛ¢Please make sure the house is locked when you leave  SÛ¢Please be tidy in th",45,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}",Apartment,9
3573,Female,30-50,Outdoors,Professor,Fall,1629582,5,0.2,0.8,0,0,0.2,0,0.8,0,0.6,0.2,0.2,0.6,0.4,Entire home/apt,"Lawn Lane, London, SW8, United Kingdom","I want you to feel at home here.  Treat the place with respect but don't get over anxious about spilling a cup of coffee or a glass of wine!  Also remember there are neighbours in close proximity.",95,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating}",House,9
3574,Male,30-50,Indoors,Professor,Spring,1399297,5,0,0.8,0.2,0.4,0.2,0.4,0,0.2,0.4,0,0.4,0.6,0.4,Private room,"Guthrie Court, Morley Street, London, SE1 7QQ, United Kingdom",Clean and considerate,50,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",Dog(s),Heating,""Family/Kid Friendly"",Essentials,Shampoo}",Apartment,9
3575,Male,50+,Indoors,IT Professional,Winter,5085454,5,0,0.2,0.8,0,0.4,0,0.6,0.6,0,0,0.4,0.4,0.6,Private room,"St Matthew's Rd, London, SW2 1NE, United Kingdom",All facilities around you including a very beautiful park,23,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,10
3576,Female,30-50,Outdoors,Professor,Fall,1336364,5,0,0.4,0.6,0,0.2,0.6,0.2,0.4,0.2,0,0.4,0.2,0.8,Private room,"Leander Road, London, SW2 2NB, United Kingdom","No shoes, slippers will be provided :0)",30,"{""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly""}",Apartment,9
3577,Male,30-50,Indoors,Professor,Summer,1562217,5,0.2,0.8,0,0.6,0.2,0.2,0,0.2,0.6,0.2,0,0.6,0.4,Private room,"Lambeth Road, London, se11 6lz, United Kingdom",In general this is a great place to live. To keep it as such all guest need to follow the following rules for their own comfort: ******* NO SMOKING ANYWHERE INCLUDING BALCONY ****** Apartment: Guests may not enter any other bedrooms except their own. Kit,60,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,10
3578,Female,50+,Outdoors,IT Professional,Spring,1857003,5,0.2,0,0.8,0.4,0,0.4,0.2,0.4,0,0.2,0.4,0.4,0.6,Entire home/apt,"Oak Square, London, London SW9 9AW, United Kingdom",,125,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",Apartment,9
3579,Male,30-50,Outdoors,Professor,Summer,1090627,5,0.4,0.2,0.4,0.6,0.4,0,0,0.2,0.2,0.2,0.4,0.8,0.2,Private room,"Nettlewood Road, London, SW16 5DX, United Kingdom",,42,"{TV,Internet,""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly""}",Apartment,8
3580,Female,18-30,Outdoors,Student,Spring,5657221,5,0.6,0.2,0.2,0.4,0.4,0.2,0,0.2,0,0.4,0.4,0.4,0.6,Entire home/apt,"Bridge House, St George Wharf, London, Greater London SW8 2LQ, United Kingdom","1: No Smoking,  2: No Parties, only the agreed number of booked guests may be in the property. 3. Shoes off! I want to keep my house nice and clean for myself and future guests. Carpets are so hard to clean.",175,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",Essentials,Shampoo}",Apartment,10
3581,Female,50+,Outdoors,IT Professional,Fall,3248625,5,0.2,0,0.8,0.4,0.4,0,0.2,0.6,0,0,0.4,0.2,0.8,Private room,"Wavertree Road, London, SW2 3SN, United Kingdom","Check in: 2:00pm. Check out: 11:00am. On occasion, by special request and mutual agreement, I can store luggage for a couple of hours after check out. Please be kind enough to take off your shoes at the front door and slippers will be provided.  There is",45,"{""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials}",Apartment,10
3582,Male,30-50,Outdoors,Professor,Winter,1151365,5,0.6,0.2,0.2,0.2,0.8,0,0,0.2,0.2,0.4,0.2,0.8,0.2,Private room,"Thorne Road, London, SW8 2BY, United Kingdom","SECURITY Please be sure to lock the property when you leave. Including the balcony and the terrace. SMOKING  We live in a non-smoking environment. Please do not smoke inside the house, the balcony & the terrace. PERSONAL BELONGINGS This is our home so yo",63,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,Breakfast,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer}",Apartment,9
3583,Male,18-30,Outdoors,Student,Summer,2220619,5,0.6,0.2,0.2,0.4,0,0,0.6,0,0.2,0.6,0.2,0.2,0.8,Private room,"Raleigh Gardens, Brixton Hill, London, SW2 1AD, United Kingdom","Check in:  We try to be as flexible as possible with check in to fit with guests travel plans -  but this does not mean 'anytime'. If we have guests the night before it's normally after 1pm. Check in is by advance arrangement at a time suitable to both p",45,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",Apartment,10
3584,Male,50+,Outdoors,IT Professional,Summer,4756335,5,0.6,0,0.4,0.2,0,0.6,0.2,0.4,0,0.4,0.2,0.4,0.6,Entire home/apt,"Flat, London, Greater London SW4 7LP, United Kingdom","I want guests to enjoy the apartment and to feel comfortable during their stay here. Please remember though this is someone's home and therefore would expect you to treat the furnishings and decor appropriately. Feel free to use all the amenities but ple",152,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",Apartment,10
3585,Female,50+,Outdoors,IT Professional,Summer,2904863,5,0.4,0.2,0.4,0.4,0.2,0,0.4,0.2,0,0.4,0.4,0.8,0.2,Private room,"Gubyon Ave, Lambeth, England SE24 0, United Kingdom",,32,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Other pet(s)"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,9
3586,Female,18-30,Indoors,Student,Winter,2396340,5,1,0,0,0.2,0.2,0,0.6,0.2,0,0.8,0,0.6,0.4,Entire home/apt,"Stockwell Road, London, SW9 9AU, United Kingdom",,147,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,9
3587,Female,18-30,Indoors,Student,Fall,7180441,5,1,0,0,0.2,0,0.2,0.6,0.2,0,0.8,0,0.6,0.4,Entire home/apt,"Amesbury Ave, London, Greater London SW2 3AE, United Kingdom","All we ask is that you clear up after yourselves and respect our house.  No parties in the house, no smoking or pets please.",55,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,10
3588,Female,18-30,Outdoors,Student,Summer,1605188,5,0.2,0.8,0,0.8,0.2,0,0,0.2,0.4,0.2,0.2,0.4,0.6,Entire home/apt,"B Foxley Road, London, SW9 6EX, United Kingdom","Common sense is king; Please, treat my place as you would like your guests to treat yours!! And above all else, have a great time!!",109,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer}",Apartment,9
3589,Male,18-30,Indoors,Student,Fall,2838448,5,0.8,0.2,0,0,0.2,0.4,0.4,0,0.2,0.8,0,0.2,0.8,Private room,"Rommany Road, London, SE27, United Kingdom","I only ask that you respect my home,  keep it clean, treat it gently and I will be happy.  Covered seated smoking area in garden with electricity socket, light and chiminea. No Pets.",60,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo}",Apartment,9
3590,Female,18-30,Outdoors,Student,Winter,3822816,5,0.6,0.2,0.2,0.2,0.6,0,0.2,0.4,0,0.4,0.2,0.4,0.6,Entire home/apt,"Bedford Road, London, SW4 7RH, United Kingdom",We would expect you to treat this as you would your own home. No shoes in the bedrooms. Smoking in the garden only. Do not light candles. This is a residential area so please keep noise to a minimum. Agree check-in time with us in advance of trip. Flexib,110,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",Loft,10
3591,Male,50+,Outdoors,IT Professional,Winter,2272782,5,0.2,0,0.8,0.2,0.2,0.6,0,0.4,0,0.2,0.4,0.4,0.6,Private room,"Matrimony Place, London, SW8 3BZ, United Kingdom",No smoking. No antisocial hours during the week.,30,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",Apartment,8
3592,Female,30-50,Outdoors,Professor,Fall,1393504,5,0,0.4,0.6,0.4,0,0.2,0.4,0.4,0.2,0,0.4,0.4,0.6,Private room,"Norwood Park Road, London, London SE27 9UA, United Kingdom","Smoking outside in the garden is fine. No outdoor shoes , food or drink drimk upstairs Must wash up and clean kitchen after use Must clean bath / shower each time after use. I can provide towels Breakfast on request (full English or continental - juice,",33,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire E",Apartment,10
3593,Male,18-30,Indoors,Student,Spring,2577401,5,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0,0.6,0.2,0.4,0.6,Entire home/apt,"effra parade, London, England sw2 1pf, United Kingdom",We expect guests to treat the flat respectfully. Please no smoking. We ask that you respect our neighbours so please no loud music late at night.,85,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Carbon Monoxide Detector"",Essentials,Shampoo}",Apartment,10
3594,Male,18-30,Indoors,Student,Fall,4280071,5,0.6,0,0.4,0.2,0.2,0.2,0.4,0.2,0,0.4,0.4,0.8,0.2,Private room,"Kestrel Avenue, London, SE24 0ED, United Kingdom","No shoes. I'm happy to provide sleepers if need it. No smoking in the house.If you are a smoker you are welcome to use the garden.",33,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",Apartment,10
3595,Female,30-50,Indoors,Professor,Winter,3706425,5,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0,0.2,0.2,0.6,0.4,0.6,Private room,"Bromfelde Road, London, SW4 6PP, United Kingdom",No smoking. No pets. No guests unless agreed with us beforehand.,60,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First",Cave,8
3596,Male,30-50,Outdoors,Professor,Winter,4252227,5,0,0.6,0.4,0.2,0.6,0,0.2,0,0.4,0,0.6,0.6,0.4,Entire home/apt,"Chicheley Street, London, SE1 7PN, United Kingdom","No pet, no smoking, no party please. _ŸçÎè¿_Z«_ê_ÎŸ_Î¬æçS©,Î¬_Î fè¿‡Î?ËÎêŸç?Ù,è¿‡_Ÿçè_ÅÎ__è_Áè_,?Û?",130,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}",Apartment,8
3597,Male,18-30,Outdoors,Student,Fall,1183072,5,0.2,0.6,0.2,0,0.2,0.2,0.6,0.2,0.2,0.2,0.4,0.2,0.8,Entire home/apt,"Leigham court road opposite Streatham common, LONDON, SW16 2QN London, United Kingdom",2 days minimum stay Between 14/12/15  - 3/1/16 Christmas NYE peak price Œ£179 per night upto 4 Then Œ£35 per person  Œ£199 sat Sunday stay  Do Christmas week from 27th - 3 /1 for 8 people Œ£2759,65,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,10
3598,Female,30-50,Outdoors,Professor,Fall,3702678,10,0.4,0.5,0.1,0.3,0.2,0.3,0.2,0,0.4,0.4,0.2,0.2,0.8,Private room,"Blakes Avenue, New Malden, KT3 6RL, United Kingdom",Please be tidy and considerate. Respect the household and ask permission before bringing visitors in.,28,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit""}",Apartment,9
3599,Male,30-50,Indoors,Professor,Fall,5307491,10,0.3,0.3,0.4,0.1,0.4,0.2,0.3,0.1,0.4,0.3,0.2,0.5,0.5,Private room,"Malden Hill, New Malden, KT3 4DR, United Kingdom",Please respect other guests staying in the property,36,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Smoking Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Safety Card"",Essentials}",Apartment,9
3600,Male,18-30,Outdoors,Student,Fall,2798921,10,0.3,0.3,0.4,0.2,0.3,0.2,0.3,0.1,0.4,0.3,0.2,0.6,0.4,Private room,"Thames St, Kingston upon Thames, Greater London KT1 1PE, United Kingdom",Please keep noise to a minimum and be mindful of those in the flats above and below.,65,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Buzzer/Wireless Intercom"",Heating,Washer,""Smoke Detector"",Essentials}",Loft,10
3601,Male,18-30,Outdoors,Student,Summer,1113587,10,0.3,0.4,0.3,0.3,0.2,0.2,0.3,0.1,0.3,0.3,0.3,0.7,0.3,Private room,"Wandle Rd, Croydon, Greater London CR0 1FJ, United Kingdom",Smoking is not allowed Pets are not allowed,45,"{""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Cat(s),""Other pet(s)"",Heating,Essentials}",Apartment,8
3602,Male,18-30,Outdoors,Student,Fall,1192448,10,0.3,0.4,0.3,0.6,0,0.1,0.3,0.2,0.1,0.3,0.4,0.7,0.3,Private room,"Briar Hill, Purley, Surrey CR8 3LF, United Kingdom",,190,"{TV,""Cable TV"",Internet,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Smoking Allowed"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",Apartment,7
3603,Male,18-30,Outdoors,Student,Winter,5244837,10,0.3,0.4,0.3,0.2,0.4,0.3,0.1,0.2,0.3,0.3,0.2,0.4,0.6,Private room,"Croydon, CR0, United Kingdom",,35,"{TV,Internet,""Wireless Internet"",Kitchen,""Smoking Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",Apartment,8
3604,Female,18-30,Indoors,Student,Fall,1020442,10,0.4,0.4,0.2,0.2,0.4,0.1,0.3,0.1,0.3,0.4,0.2,0.4,0.6,Private room,"South Norwood Hill, London, SE25 6AH, United Kingdom",,35,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,Washer,""Smoke Detector"",""First Aid Kit"",Essentials}",Apartment,9
3605,Female,18-30,Outdoors,Student,Winter,3122448,10,0.5,0.3,0.2,0,0.3,0.5,0.2,0.1,0.2,0.5,0.2,0.3,0.7,Entire home/apt,"A Birdhurst Rise, South Croydon, CR2 7EJ, United Kingdom",,71,"{Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Essentials}",Apartment,9
